INCIDENT INFO,Longitude,Latitude,DewPoint,RelativeHumidity,WindDirection,WindSpeed,Visibility,Pressure,Weather,cluster_label
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-2.8,87,6,12,1.2,89.12,Moderate Snow ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-2.8,87,6,12,1.2,89.12,Moderate Snow ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-2.8,87,6,12,1.2,89.12,Moderate Snow ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,-2.8,87,6,12,1.2,89.12,Moderate Snow ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,11.4,55,16,10,12.9,88.33,Cloudy ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,11.4,55,16,10,12.9,88.33,Cloudy ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,11.4,55,16,10,12.9,88.33,Cloudy ,6
52 Street and Mahogany Street SE,-113.9433315,50.8965613,11.4,55,16,10,12.9,88.33,Cloudy ,6
Southbound 52 Street and Prestwick Avenue SE,-113.9583333,50.92267118,-6.1,79,34,8,48.3,87.56,Cloudy ,6
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815002,50.97871627,-12.3,62,20,13,56.3,88.16,Mostly Cloudy ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815002,50.97871627,-12.3,62,20,13,56.3,88.16,Mostly Cloudy ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815002,50.97871627,-12.3,62,20,13,56.3,88.16,Mostly Cloudy ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815002,50.97871627,-12.3,62,20,13,56.3,88.16,Mostly Cloudy ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9848266,50.97866452,-16,35,27,30,64.4,88.88,Mainly Clear ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9848266,50.97866452,-16,35,27,30,64.4,88.88,Mainly Clear ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9848266,50.97866452,-16,35,27,30,64.4,88.88,Mainly Clear ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9848266,50.97866452,-16,35,27,30,64.4,88.88,Mainly Clear ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9824759,50.97865466,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9824759,50.97865466,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9824759,50.97865466,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9824759,50.97865466,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815998,50.97870532,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815998,50.97870532,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815998,50.97870532,1.3,93,1,15,8.1,88.93, ,8
Eastbound Glenmore Trail at Barlow Trail SE,-113.9815998,50.97870532,1.3,93,1,15,8.1,88.93, ,8
Southbound Stoney Trail ramp to Westbound Glenmore Trail SE,-113.924261,50.97988407,-10.6,79,36,36,8.1,88.69, ,7
Eastbound Stoney Trail and 88 Street SE,-113.9073269,50.90656019,-3.7,90,34,30,2,88.29, ,6
Stoney Trail after 114 Avenue SE,-113.9294816,50.94941477,-3.7,90,34,30,2,88.29, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9209418,50.98496616,-3.4,90,2,28,1,89.7, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.9,86,33,18,2.8,88.77, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,12.6,55,36,30,24.1,88.56,25,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-5.2,90,18,9,6.4,87.73, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.9,81,5,5,6.4,88.42, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Northbound Stoney Trail and Glenmore Trail SE,-113.9292702,50.97964026,-4.5,86,36,29,8.1,87.84, ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-2.2,93,32,23,0.4,88.02,Heavy Snow ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,1.8,60,17,23,24.1,89.21,Mostly Cloudy ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,7
Stoney Trail and 114 Avenue SE,-113.9294816,50.94941477,-7.8,38,27,15,48.3,88.62,Clear ,7
