INCIDENT INFO,Longitude,Latitude,DewPoint,RelativeHumidity,WindDirection,WindSpeed,Visibility,Pressure,Weather,cluster_label
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.036222,50.97058953,2.7,22,27,22,64.4,87.96,Mainly Clear ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0324605,50.96556306,-6.2,87,10,14,4.8,88.33, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
Southbound Deerfoot Trail at Southland Drive SE,-114.0356391,50.9697132,-11.1,80,18,19,6.4,87.69, ,11
